,SubjectID,Document1,Document2,Similarity,Time,SBert
2647,16,32,2,1,2.454,0.1320658028125763
2648,16,34,2,1,36.743,0.08539894223213196
2649,16,6,3,1,19.008,0.1100715920329094
2650,16,17,3,3,19.348,0.19299538433551788
2651,16,28,3,1,33.018,0.20774121582508087
2652,16,47,3,2,13.38,0.020202187821269035
2653,16,33,4,1,27.79,0.1496274322271347
2654,16,3,5,1,20.25,0.21043482422828674
2655,16,11,5,5,43.332,0.37104907631874084
2656,16,18,5,1,16.393,0.08810517936944962
2657,16,33,5,1,23.945,-0.009468615986406803
2658,16,43,5,3,10.285,0.08348234742879868
2659,16,16,6,1,10.375,0.027462629601359367
2660,16,34,6,1,6.059,0.036847006529569626
2661,16,4,7,4,39.236,0.39665406942367554
2662,16,12,7,3,21.931,0.30306047201156616
2663,16,23,7,5,7.431,0.1965424120426178
2664,16,30,7,1,1.592,0.08531966805458069
2665,16,9,8,1,15.882,0.04009609669446945
2666,16,13,8,2,8.983,0.20803923904895782
2667,16,21,8,5,33.368,0.6541405320167542
2668,16,26,8,3,20.009,0.14976243674755096
2669,16,21,9,1,25.567,0.046146415174007416
2670,16,27,9,1,16.564,0.16825738549232483
2671,16,11,10,3,32.717,0.2807261645793915
2672,16,7,11,3,8.372,0.3569680154323578
2673,16,27,11,2,4.006,0.25670018792152405
2674,16,44,11,4,20.529,0.33694568276405334
2675,16,15,12,1,1.532,0.04600479453802109
2676,16,21,12,3,8.352,0.3256557285785675
2677,16,27,12,3,2.594,0.30629485845565796
2678,16,44,12,1,9.293,0.03981884941458702
2679,16,48,13,1,32.257,0.08023770153522491
2680,16,8,14,3,23.233,0.12292777001857758
2681,16,19,14,1,1.722,-0.06522126495838165
2682,16,32,14,3,9.974,0.1484995037317276
2683,16,3,15,2,7.481,0.2034999132156372
2684,16,5,15,1,9.654,0.01832416281104088
2685,16,23,15,1,20.639,0.049027130007743835
2686,16,24,15,1,3.986,0.012147897854447365
2687,16,35,16,1,6.048,0.04870447888970375
2688,16,39,16,1,8.262,0.08281639218330383
2689,16,5,17,2,7.09,0.23414559662342072
2690,16,16,17,3,26.748,0.12651759386062622
2691,16,27,18,1,11.687,0.08561423420906067
2692,16,32,18,3,10.685,0.13773532211780548
2693,16,27,19,1,6.96,-0.07180878520011902
2694,16,2,20,1,28.621,0.14687594771385193
2695,16,15,20,3,37.684,0.01974630355834961
2696,16,27,20,2,7.801,0.10330125689506531
2697,16,43,20,1,39.076,0.21263054013252258
2698,16,34,21,1,10.225,0.06978525221347809
2699,16,39,21,1,16.975,0.07013054937124252
2700,16,45,21,3,35.031,0.12857332825660706
2701,16,1,22,3,15.723,0.10701718181371689
2702,16,4,23,1,18.747,0.15253768861293793
2703,16,14,23,1,2.744,0.22886653244495392
2704,16,19,23,4,45.576,0.01603936217725277
2705,16,9,24,1,8.292,0.1367037296295166
2706,16,21,24,2,10.705,0.02697611041367054
2707,16,34,24,1,3.665,-0.0693078264594078
2708,16,43,24,4,15.672,0.05864967778325081
2709,16,6,25,2,81.808,0.15228235721588135
2710,16,7,25,2,21.121,0.18054653704166412
2711,16,4,26,1,2.364,0.07041088491678238
2712,16,20,26,2,2.673,0.001032393192872405
2713,16,35,26,1,16.223,0.18995843827724457
2714,16,40,26,3,28.241,-0.019422497600317
2715,16,7,27,2,13.64,0.2478664666414261
2716,16,37,27,2,10.305,0.07998219132423401
2717,16,45,27,1,22.583,0.3073437511920929
2718,16,6,28,2,16.183,0.1301126331090927
2719,16,9,28,1,8.082,0.011267585679888725
2720,16,12,28,2,27.85,0.2807476222515106
2721,16,14,28,1,30.814,0.09004624933004379
2722,16,29,28,2,18.326,0.14734776318073273
2723,16,42,28,3,32.797,0.2032151073217392
2724,16,45,28,1,3.806,0.30021950602531433
2725,16,50,28,3,23.454,0.12066249549388885
2726,16,20,29,1,2.603,-0.05738316476345062
2727,16,38,29,1,11.576,0.3252078592777252
2728,16,40,29,3,22.222,0.14591000974178314
2729,16,12,30,2,10.375,0.2049417346715927
2730,16,14,30,1,27.39,-0.007921644486486912
2731,16,27,30,3,8.222,0.13800430297851562
2732,16,37,30,1,2.654,0.06808335334062576
2733,16,46,30,1,24.245,0.10794105380773544
2734,16,14,31,1,7.551,0.04368335381150246
2735,16,23,31,1,6.078,0.22809548676013947
2736,16,25,31,3,21.661,0.1352347731590271
2737,16,19,32,3,8.162,0.16573700308799744
2738,16,29,32,1,7.491,0.24013981223106384
2739,16,36,32,2,11.547,0.16194777190685272
2740,16,24,33,1,18.396,-0.07733350992202759
2741,16,27,33,1,6.639,0.028757764026522636
2742,16,7,34,1,17.105,0.007635509595274925
2743,16,23,34,1,6.8,-0.047022271901369095
2744,16,29,34,1,24.635,0.019339438527822495
2745,16,32,34,2,22.642,0.19767940044403076
2746,16,4,35,1,6.579,0.003479828592389822
2747,16,7,35,3,14.661,0.19469937682151794
2748,16,9,35,1,5.398,0.008029469288885593
2749,16,31,35,2,5.759,0.14029844105243683
2750,16,43,35,1,10.094,0.055134329944849014
2751,16,5,36,2,23.134,0.22701135277748108
2752,16,12,36,3,24.806,0.33242738246917725
2753,16,22,36,1,22.783,0.07033821195363998
2754,16,30,36,3,10.495,0.12417856603860855
2755,16,33,36,1,26.017,0.08030613511800766
2756,16,1,37,1,2.193,0.23766960203647614
2757,16,12,37,3,6.489,0.2916269302368164
2758,16,25,37,2,8.933,0.28551769256591797
2759,16,2,38,1,28.071,0.10194168984889984
2760,16,13,38,1,38.315,0.18505656719207764
2761,16,48,39,1,30.043,0.16584667563438416
2762,16,4,40,1,14.23,0.00855674222111702
2763,16,14,40,1,2.183,-0.010062976740300655
2764,16,46,40,1,14.801,0.09269348531961441
2765,16,13,41,3,23.724,0.11059621721506119
2766,16,27,41,1,20.52,0.1715381145477295
2767,16,49,41,1,2.554,0.02729782834649086
2768,16,2,43,1,23.734,0.08220382034778595
2769,16,8,43,1,36.983,0.037236034870147705
2770,16,34,43,1,1.362,0.02463867887854576
2771,16,13,44,1,3.094,0.06647813320159912
2772,16,38,44,1,18.527,0.017979566007852554
2773,16,40,44,2,7.951,0.18222124874591827
2774,16,2,45,1,11.096,0.006437857169657946
2775,16,48,45,1,19.528,0.19102324545383453
2776,16,5,46,2,12.137,0.0843268558382988
2777,16,14,46,3,5.748,0.2582707107067108
2778,16,12,47,1,4.426,0.05653940513730049
2779,16,20,47,1,26.958,0.03832626715302467
2780,16,24,47,1,13.219,-0.041944559663534164
2781,16,31,47,1,15.553,0.11693431437015533
2782,16,37,47,4,15.743,0.1557190716266632
2783,16,7,48,4,23.484,0.17548897862434387
2784,16,37,48,1,19.929,0.21064865589141846
2785,16,17,49,3,25.877,0.05362477898597717
2786,16,30,49,1,4.557,0.13630308210849762
2787,16,31,49,1,4.026,0.004186894278973341
2788,16,22,50,1,24.716,0.26551583409309387
2789,16,29,50,1,16.534,0.1971152275800705
2790,16,49,50,3,27.72,0.16276785731315613
2791,17,3,1,1,3.155,0.2605573832988739
2792,17,7,1,1,4.055,0.10772424191236496
2793,17,8,1,1,5.748,0.17465364933013916
2794,17,12,1,1,6.419,0.08398154377937317
2795,17,1,2,2,5.318,0.2006608247756958
2796,17,12,2,1,3.735,0.04098401591181755
2797,17,13,2,1,6.799,0.19839832186698914
2798,17,19,2,1,8.352,0.09541584551334381
2799,17,22,2,1,4.085,0.08357555419206619
2800,17,44,2,2,5.468,0.014941792003810406
2801,17,47,2,1,3.896,0.07759363204240799
2802,17,4,3,2,10.505,-0.02610679715871811
2803,17,7,3,2,7.731,0.16302797198295593
2804,17,9,3,1,5.648,0.06648511439561844
2805,17,19,3,1,6.799,0.3192533850669861
2806,17,26,3,1,3.545,0.12211528420448303
2807,17,31,3,1,2.374,0.05963347107172012
2808,17,1,4,1,5.068,0.2027304470539093
2809,17,8,4,3,22.683,0.4320593476295471
2810,17,9,4,1,14.491,-0.0227019265294075
2811,17,25,4,1,6.409,0.05559808388352394
2812,17,32,4,1,4.066,0.01446461956948042
2813,17,36,4,4,7.991,0.3492805063724518
2814,17,41,4,1,6.309,0.09270256757736206
2815,17,45,4,2,5.668,0.13704125583171844
2816,17,46,4,2,10.776,0.07485456019639969
2817,17,48,4,1,5.929,0.28080034255981445
2818,17,49,4,1,4.686,-0.0776989758014679
2819,17,1,5,1,9.765,0.15533457696437836
2820,17,9,5,1,3.766,0.11911145597696304
2821,17,26,5,1,5.188,0.0550767183303833
2822,17,28,5,1,5.127,0.13447919487953186
2823,17,49,5,1,3.304,-0.0026996436063200235
2824,17,50,5,1,2.344,0.1492077261209488
2825,17,2,6,1,1.813,0.11107628792524338
2826,17,18,6,1,3.034,-0.027749253436923027
2827,17,26,6,1,14.872,0.16768194735050201
2828,17,30,6,1,2.143,0.24574032425880432
2829,17,32,6,1,6.279,0.17724609375
2830,17,35,6,4,8.913,0.050697389990091324
2831,17,41,6,1,29.312,0.0331716313958168
2832,17,43,6,1,3.695,0.1000453382730484
2833,17,46,6,1,4.326,0.24620869755744934
2834,17,2,7,3,6.84,0.17258816957473755
2835,17,13,7,2,4.146,0.22904187440872192
2836,17,20,7,1,5.839,0.14830248057842255
2837,17,24,7,4,7.461,0.03789106756448746
2838,17,45,7,1,3.646,0.2976866066455841
2839,17,49,7,1,2.473,0.08020751178264618
2840,17,19,8,1,4.176,0.06693758815526962
2841,17,27,8,2,3.205,0.23183661699295044
2842,17,40,8,1,2.834,0.01367214135825634
2843,17,6,9,1,2.273,0.0067237489856779575
2844,17,29,9,1,2.363,0.16562721133232117
2845,17,36,9,1,5.969,0.10242345929145813
2846,17,40,9,2,4.927,0.26053085923194885
2847,17,47,9,5,3.084,0.4236431419849396
2848,17,48,9,2,90.32,0.0749134048819542
2849,17,3,10,2,15.081,-0.002690559718757868
2850,17,8,10,4,7.731,0.3948967754840851
2851,17,27,10,3,6.7,0.22933447360992432
2852,17,28,10,3,11.386,0.18461874127388
2853,17,32,10,1,18.657,0.013442721217870712
2854,17,34,10,2,5.408,-0.0017254245467483997
2855,17,35,10,2,4.727,0.016434473916888237
2856,17,39,10,1,8.171,0.1478203535079956
2857,17,43,10,1,4.236,-0.030169663950800896
2858,17,50,10,1,4.506,0.05208839103579521
2859,17,20,11,4,10.305,0.1497441530227661
2860,17,32,11,2,3.836,0.07899148017168045
2861,17,34,11,1,9.003,-0.019988691434264183
2862,17,4,12,2,9.043,0.29651546478271484
2863,17,8,12,2,5.218,0.34770315885543823
2864,17,11,12,3,9.043,0.3592011034488678
2865,17,18,12,1,8.823,0.18311145901679993
2866,17,20,12,1,14.982,0.10527198016643524
2867,17,32,12,1,3.645,-0.014614327810704708
2868,17,40,12,2,17.465,0.23247461020946503
2869,17,10,13,1,3.465,0.12137442827224731
2870,17,15,13,1,2.394,0.14253400266170502
2871,17,16,13,1,10.015,0.16521233320236206
2872,17,31,13,2,3.916,0.2630239427089691
2873,17,35,13,3,14.24,0.22163064777851105
2874,17,39,13,1,3.996,0.1537020206451416
2875,17,45,13,1,10.956,0.18260705471038818
2876,17,6,14,1,6.129,0.09184227138757706
2877,17,9,14,1,8.432,0.11672196537256241
2878,17,21,14,1,4.717,0.08628007024526596
2879,17,33,14,5,4.197,0.6458737254142761
2880,17,38,14,1,2.874,0.12894558906555176
2881,17,39,14,1,2.794,0.18216481804847717
2882,17,43,14,1,5.498,-0.009458303451538086
2883,17,44,14,1,6.739,-0.027485495433211327
2884,17,45,14,2,3.245,0.236223503947258
2885,17,49,14,1,1.933,0.2676781415939331
2886,17,8,15,1,2.934,0.08603253215551376
2887,17,14,15,1,5.137,0.23181314766407013
2888,17,17,15,1,23.293,0.019155826419591904
2889,17,19,15,1,2.224,0.09390480071306229
2890,17,27,15,1,3.795,-0.0019624391570687294
2891,17,33,15,3,6.299,0.3136874735355377
2892,17,34,15,1,1.793,0.03371596708893776
2893,17,38,15,1,3.835,0.18169690668582916
2894,17,40,15,1,3.876,0.07611478120088577
2895,17,7,16,4,9.193,0.19192902743816376
2896,17,15,16,1,3.245,0.06867940723896027
2897,17,28,16,4,8.542,0.1770547479391098
2898,17,40,16,1,3.566,0.12298842519521713
2899,17,49,16,1,5.337,0.09443443268537521
2900,17,7,17,2,11.166,-0.018262283876538277
2901,17,11,17,1,6.249,0.19372408092021942
2902,17,13,17,2,5.768,0.2501014173030853
2903,17,20,17,1,6.589,0.041436657309532166
2904,17,28,17,1,4.687,0.06219150125980377
2905,17,33,17,1,2.804,0.003896568901836872
2906,17,38,17,1,3.275,0.054683588445186615
2907,17,48,17,1,7.761,0.10864551365375519
2908,17,11,18,1,9.954,0.13343952596187592
2909,17,24,18,1,3.806,0.07602636516094208
2910,17,28,18,1,7.09,0.039987146854400635
2911,17,29,18,1,2.845,0.13600178062915802
2912,17,30,18,1,7.921,-0.05513257905840874
2913,17,31,18,1,4.306,0.05896683409810066
2914,17,33,18,1,2.944,-0.02677014470100403
2915,17,41,18,2,4.386,0.12734487652778625
2916,17,50,18,1,2.654,0.07597815990447998
2917,17,4,19,1,5.108,-0.0033484483137726784
2918,17,5,19,1,7.18,0.07131873071193695
2919,17,28,19,2,3.114,-0.01707771234214306
2920,17,33,19,1,2.403,-0.07853040099143982
2921,17,34,19,3,3.385,-0.1018865630030632
2922,17,36,19,1,6.92,0.0658469945192337
2923,17,37,19,1,5.478,0.3505323529243469
2924,17,42,19,1,5.528,0.07320111989974976
2925,17,50,19,1,4.096,0.15140268206596375
2926,17,8,20,2,16.363,-0.03360208496451378
2927,17,10,20,3,8.963,0.07762185484170914
2928,17,13,20,1,7.862,0.05782780051231384
2929,17,14,20,1,9.193,0.11327094584703445
2930,17,16,20,1,3.826,0.06594932079315186
2931,17,22,20,2,7.01,0.02518676593899727
2932,17,39,20,1,3.555,0.07271186262369156
2933,17,2,21,1,6.429,0.06615229696035385
2934,17,6,21,1,5.508,0.06249299272894859
2935,17,17,21,1,3.896,0.06344041228294373
2936,17,19,21,1,4.887,0.19074830412864685
2937,17,29,21,3,8.332,0.12288151681423187
2938,17,30,21,1,2.193,-0.010701144114136696
2939,17,33,21,2,6.169,0.04230135679244995
2940,17,47,21,1,3.044,0.09003298729658127
2941,17,49,21,1,5.257,-0.010768565349280834
2942,17,6,22,1,2.714,0.24617668986320496
2943,17,14,22,2,5.077,0.07653248310089111
2944,17,18,22,2,3.144,-0.036338962614536285
2945,17,24,22,1,6.149,0.10633807629346848
2946,17,26,22,1,5.558,0.059420544654130936
2947,17,31,22,1,2.554,0.041223883628845215
2948,17,33,22,2,4.347,0.0848422721028328
2949,17,35,22,1,2.223,0.04033906012773514
2950,17,43,22,1,5.978,0.05961175262928009
2951,17,47,22,1,2.313,0.00032596662640571594
2952,17,49,22,3,5.047,0.17198973894119263
2953,17,2,23,2,3.805,0.12535031139850616
2954,17,3,23,2,6.159,0.18138037621974945
2955,17,8,23,1,3.535,0.18201005458831787
2956,17,27,23,1,3.956,0.21014735102653503
2957,17,33,23,1,5.518,0.09986992180347443
2958,17,35,23,1,4.516,0.22105471789836884
2959,17,38,23,1,6.359,0.011259610764682293
2960,17,40,23,1,8.963,0.0740942656993866
2961,17,42,23,1,7.741,0.21613837778568268
2962,17,47,23,1,5.788,0.06768568605184555
2963,17,49,23,1,2.644,0.09034368395805359
2964,17,5,24,2,13.81,0.16225183010101318
2965,17,11,24,1,16.654,0.22362983226776123
2966,17,23,24,1,7.962,0.016801297664642334
2967,17,27,24,5,6.62,0.23409630358219147
2968,17,35,24,1,4.917,0.0816413164138794
2969,17,36,24,4,7.281,0.07203084975481033
2970,17,40,24,1,10.114,0.08455128967761993
2971,17,42,24,1,10.846,0.20318594574928284
2972,17,22,25,1,4.316,0.10783051699399948
2973,17,24,25,1,3.364,0.05541754886507988
2974,17,39,25,1,2.474,0.07809562236070633
2975,17,40,25,1,6.139,0.09154579043388367
2976,17,49,25,1,6.68,-0.03927648440003395
2977,17,13,26,1,8.442,0.051012128591537476
2978,17,18,26,1,2.895,0.023478226736187935
2979,17,36,26,1,5.698,0.09942382574081421
2980,17,2,27,1,6.299,0.10117120295763016
2981,17,14,27,1,3.705,0.08846773952245712
2982,17,28,27,2,3.555,0.2332814782857895
2983,17,38,27,1,8.462,0.04117894172668457
2984,17,49,27,1,5.908,-0.009135820902884007
2985,17,2,28,1,4.927,0.01563321053981781
2986,17,4,28,2,7.05,0.38343724608421326
2987,17,23,28,1,17.846,0.33788976073265076
2988,17,30,28,1,3.135,0.15666541457176208
2989,17,37,28,1,25.747,0.1559436321258545
2990,17,46,28,1,9.694,0.09940177202224731
2991,17,5,29,1,6.309,0.09305889159440994
2992,17,17,29,1,4.166,0.13290296494960785
2993,17,19,29,2,22.433,0.2063792645931244
2994,17,24,29,1,7.5,0.22552429139614105
2995,17,27,29,2,9.834,0.04957568645477295
2996,17,48,29,2,6.89,0.21218183636665344
2997,17,3,30,2,6.639,0.1428757756948471
2998,17,4,30,1,4.336,0.04856521263718605
2999,17,29,30,1,4.897,0.04513015225529671
3000,17,31,30,2,8.021,0.3590112328529358
3001,17,38,30,1,8.071,-0.06026895344257355
3002,17,42,30,1,5.558,0.11058872193098068
3003,17,43,30,1,24.345,0.07790689170360565
3004,17,44,30,1,3.976,0.054194919764995575
3005,17,7,31,1,3.375,0.0064747934229671955
3006,17,16,31,1,5.238,0.05778776854276657
3007,17,27,31,1,8.913,0.20263734459877014
3008,17,28,31,1,10.185,0.16590583324432373
3009,17,32,31,1,14.771,0.16480106115341187
3010,17,37,31,1,11.817,0.034966085106134415
3011,17,41,31,1,3.765,0.17247220873832703
3012,17,46,31,1,3.515,0.0010812642285600305
3013,17,50,31,1,11.286,0.07548944652080536
3014,17,25,32,1,5.068,0.18728627264499664
3015,17,26,32,1,5.739,0.12620948255062103
3016,17,37,32,1,5.198,0.18619351089000702
3017,17,8,33,1,21.07,0.059464260935783386
3018,17,16,33,1,7.37,0.07690895348787308
3019,17,26,33,1,2.844,0.03707466647028923
3020,17,32,33,1,3.334,0.14446645975112915
3021,17,45,33,1,6.369,0.10619910061359406
3022,17,3,34,1,2.934,0.027638912200927734
3023,17,8,34,1,5.067,0.04975169897079468
3024,17,13,34,1,12.217,0.0570332296192646
3025,17,20,34,1,24.615,0.15545669198036194
3026,17,50,34,2,5.358,0.07076825201511383
3027,17,3,35,1,2.313,0.09699548035860062
3028,17,19,35,1,1.602,-0.09638246148824692
3029,17,32,35,1,3.465,0.105486661195755
3030,17,33,35,1,7.511,0.016384758055210114
3031,17,46,35,2,4.336,0.04778518155217171
3032,17,47,35,1,4.497,0.012843702919781208
3033,17,48,35,1,5.538,0.02075827866792679
3034,17,3,36,1,4.226,0.2865138649940491
3035,17,23,36,2,4.166,0.2200758159160614
3036,17,27,36,2,4.627,0.2549287974834442
3037,17,41,36,1,1.713,0.06525202095508575
3038,17,45,36,1,11.607,0.3473449647426605
3039,17,49,36,1,4.517,0.07936055958271027
3040,17,16,37,2,11.146,0.3443219065666199
3041,17,18,37,1,3.175,0.3295195996761322
3042,17,21,37,1,8.992,0.20598995685577393
3043,17,23,37,1,5.338,0.059996556490659714
3044,17,35,37,1,3.395,-0.03652244806289673
3045,17,44,37,1,9.013,0.04205811396241188
3046,17,46,37,2,15.933,0.07862620800733566
3047,17,4,38,1,5.257,-0.06085412949323654
3048,17,10,38,1,11.606,-0.06712054461240768
3049,17,12,38,1,4.557,0.09203536063432693
3050,17,18,38,1,3.925,0.2349969446659088
3051,17,24,38,1,9.814,0.06739779561758041
3052,17,28,38,1,3.124,0.1664178967475891
3053,17,32,38,1,3.736,0.20576532185077667
3054,17,34,38,1,1.943,0.08929955214262009
3055,17,3,39,1,4.887,0.1427466720342636
3056,17,12,39,1,7.261,0.08726925402879715
3057,17,34,39,2,4.206,0.1832520216703415
3058,17,36,39,3,5.318,0.17891044914722443
3059,17,38,39,2,4.326,0.1274564415216446
3060,17,49,39,2,5.357,0.08641022443771362
3061,17,3,40,1,15.563,0.1441091001033783
3062,17,5,40,1,5.598,0.09567011147737503
3063,17,33,40,1,3.365,-0.03286438062787056
3064,17,43,40,5,7.27,0.3341576159000397
3065,17,2,41,2,3.475,-0.037295617163181305
3066,17,9,41,2,3.265,0.14731785655021667
3067,17,10,41,1,5.117,0.10178375244140625
3068,17,14,41,1,1.943,-0.06156671419739723
3069,17,21,41,1,2.183,0.03327067941427231
3070,17,22,41,1,2.834,0.043911293148994446
3071,17,23,41,1,3.135,0.126002237200737
3072,17,24,41,1,8.071,0.06663502007722855
3073,17,32,41,1,3.616,0.23408082127571106
3074,17,33,41,1,4.286,0.017988910898566246
3075,17,35,41,2,2.614,0.13542595505714417
3076,17,4,42,2,7.721,0.24140313267707825
3077,17,11,42,5,6.37,0.5799298286437988
3078,17,18,42,2,5.899,0.0715281069278717
3079,17,21,42,1,5.998,0.1778631955385208
3080,17,31,42,1,4.517,-0.009014386683702469
3081,17,39,42,1,2.493,0.14989766478538513
3082,17,47,42,1,11.287,-0.08616237342357635
3083,17,15,43,1,6.059,0.1415843516588211
3084,17,18,43,3,5.458,0.12837955355644226
3085,17,21,43,1,6.189,0.11192093789577484
3086,17,26,43,1,3.315,-0.01415056362748146
3087,17,36,43,1,3.856,0.1444454938173294
3088,17,37,43,1,8.953,0.3716457188129425
3089,17,47,43,1,6.72,0.08987826853990555
3090,17,3,44,1,4.857,0.08607152849435806
3091,17,5,44,1,6.439,0.2646222412586212
3092,17,21,44,1,9.544,0.07759875059127808
3093,17,25,44,1,6.019,0.04951721057295799
3094,17,33,44,1,6.609,0.010506995022296906
3095,17,17,45,1,3.114,0.10075780004262924
3096,17,31,45,2,10.065,0.08398027718067169
3097,17,34,45,2,2.574,0.18474416434764862
3098,17,38,45,1,3.656,0.14233888685703278
3099,17,39,45,1,6.569,0.21010485291481018
3100,17,41,45,1,2.363,0.27457335591316223
3101,17,44,45,2,3.855,0.20827767252922058
3102,17,50,45,3,5.488,0.29036644101142883
3103,17,10,46,1,5.868,-0.010506564751267433
3104,17,13,46,1,4.276,0.08398319780826569
3105,17,19,46,1,5.118,-0.01314595341682434
3106,17,20,46,1,8.101,0.06940636783838272
3107,17,33,46,2,6.529,0.2886515259742737
3108,17,41,46,1,4.537,-0.06040732190012932
3109,17,50,46,2,8.062,0.11734908074140549
3110,17,8,47,1,4.947,0.07539259642362595
3111,17,11,47,1,5.117,-0.06908197700977325
3112,17,14,47,1,4.426,0.03559921681880951
3113,17,40,47,2,5.889,0.1651526391506195
3114,17,46,47,1,6.73,0.16509827971458435
3115,17,50,47,1,6.6,0.0026546427980065346
3116,17,5,48,1,4.015,0.14509525895118713
3117,17,6,48,2,2.794,0.1168275848031044
3118,17,14,48,1,4.547,0.14354631304740906
3119,17,15,48,1,3.685,0.08159591257572174
3120,17,30,48,1,5.749,0.09880699217319489
3121,17,31,48,1,2.233,-0.009422024711966515
3122,17,32,48,1,3.845,0.110394686460495
3123,17,36,48,3,5.859,0.13730651140213013
3124,17,44,48,1,5.908,0.12392812222242355
3125,17,46,48,1,4.727,0.35325485467910767
3126,17,3,49,1,2.774,0.22173629701137543
3127,17,13,49,2,6.189,0.15810252726078033
3128,17,24,49,1,3.044,0.022522753104567528
3129,17,29,49,1,6.429,0.1792113035917282
3130,17,35,49,1,13.129,-0.0783371552824974
3131,17,40,49,1,6.179,0.1586010456085205
3132,17,47,49,1,2.904,0.07919489592313766
3133,17,4,50,1,2.774,0.15511491894721985
3134,17,6,50,1,7.231,0.1756923794746399
3135,17,14,50,3,4.787,0.19943280518054962
3136,17,15,50,1,15.262,0.20518364012241364
3137,17,21,50,1,8.632,0.1206977516412735
3138,17,42,50,1,4.947,0.0839969664812088
3139,17,43,50,1,3.946,0.13887648284435272
3140,18,10,1,1,10.485,0.014968628995120525
3141,18,16,2,1,48.6,0.11354958266019821
3142,18,17,2,1,12.528,0.11198095977306366
3143,18,24,2,1,13.008,-0.03577163442969322
3144,18,35,2,1,27.65,-0.057321492582559586
3145,18,42,2,2,13.77,0.09432540833950043
3146,18,38,3,5,16.684,0.5842347741127014
3147,18,11,4,4,40.488,0.35064858198165894
3148,18,6,5,1,3.876,0.04251520708203316
3149,18,7,5,1,26.197,0.16781742870807648
3150,18,41,5,1,35.481,0.041632357984781265
3151,18,24,6,1,10.435,0.07938439399003983
3152,18,27,6,1,4.877,0.04761253669857979
3153,18,38,6,1,24.595,0.07051396369934082
3154,18,9,7,1,11.487,-0.02532416582107544
3155,18,44,7,1,8.162,0.06812754273414612
3156,18,3,8,1,9.684,0.1520826667547226
3157,18,6,8,1,9.864,0.1237441673874855
3158,18,32,8,1,8.142,-0.010212693363428116
3159,18,48,8,4,47.288,0.3420219421386719
3160,18,1,9,1,22.622,0.09216849505901337
3161,18,10,9,1,24.475,0.10912322252988815
3162,18,12,9,1,32.176,0.02645234949886799
3163,18,13,9,1,7.281,0.03993191942572594
3164,18,17,9,1,8.572,0.15514600276947021
3165,18,2,10,1,2.784,0.015313510783016682
3166,18,12,10,3,13.189,0.31741267442703247
3167,18,2,11,1,20.369,0.19324837625026703
3168,18,36,11,3,34.99,0.2714393138885498
3169,18,40,11,1,18.257,0.12738366425037384
3170,18,23,12,1,7.1,0.22197161614894867
3171,18,29,12,1,17.125,0.07147616147994995
3172,18,31,12,1,19.348,0.09923453629016876
3173,18,33,12,1,4.757,-0.03034287691116333
3174,18,14,13,1,10.145,0.11180538684129715
3175,18,18,13,1,18.687,0.05756400525569916
3176,18,19,13,1,17.986,0.09641393274068832
3177,18,7,14,1,27.329,-0.004514685366302729
3178,18,29,14,1,7.15,0.11170035600662231
3179,18,6,15,2,5.528,0.31160908937454224
3180,18,11,15,1,21.291,-0.017771199345588684
3181,18,39,15,2,9.734,0.11576708406209946
3182,18,31,17,1,49.792,0.1731666475534439
3183,18,15,18,1,6.37,0.021557290107011795
3184,18,19,18,5,21.421,0.5936875939369202
3185,18,23,18,1,10.154,-0.001262245001271367
3186,18,12,19,1,36.562,0.17794840037822723
3187,18,17,19,1,21.731,0.161011204123497
3188,18,38,19,1,16.614,0.27317339181900024
3189,18,40,19,2,8.843,0.3781680464744568
3190,18,3,20,3,50.212,0.1778610199689865
3191,18,28,20,1,33.789,0.033072736114263535
3192,18,50,20,1,19.899,0.08733313530683517
3193,18,7,21,3,43.242,0.30096277594566345
3194,18,15,21,1,5.518,0.04846674203872681
3195,18,38,21,1,16.243,0.051470063626766205
3196,18,3,22,1,9.594,0.08537129312753677
3197,18,9,22,1,12.709,0.052120257169008255
3198,18,10,22,1,3.195,0.025717947632074356
3199,18,15,22,1,9.164,0.1797061562538147
3200,18,17,22,1,39.407,0.08206749707460403
3201,18,21,22,1,7.22,-0.06785355508327484
3202,18,34,22,1,6.88,-0.010881621390581131
3203,18,1,23,1,6.829,0.1811460554599762
3204,18,29,23,1,29.292,0.10037828981876373
3205,18,43,23,1,31.606,0.12083031237125397
3206,18,50,23,1,5.758,0.1512131541967392
3207,18,1,24,1,10.486,-0.006549763027578592
3208,18,30,24,1,4.616,0.1332131028175354
3209,18,2,25,1,3.174,0.02371641807258129
3210,18,5,25,1,16.354,0.140678271651268
3211,18,14,25,1,8.583,0.0905483141541481
3212,18,27,25,1,19.378,0.0905410647392273
3213,18,45,25,1,18.106,0.17591729760169983
3214,18,46,25,1,4.647,0.2282489389181137
3215,18,1,26,1,13.809,0.09334184974431992
3216,18,14,26,1,5.618,0.06101466715335846
3217,18,42,26,1,6.309,0.055534034967422485
3218,18,47,26,1,16.314,0.07558948546648026
3219,18,32,27,1,18.316,0.25598758459091187
3220,18,48,27,2,56.06,0.15947486460208893
3221,18,34,28,1,27.81,0.045066919177770615
3222,18,36,28,4,30.984,0.33510130643844604
3223,18,7,29,1,21.661,0.09075353294610977
3224,18,11,29,1,37.835,0.03220917657017708
3225,18,5,30,1,43.973,0.16881553828716278
